Parameter,Count
NOT_INS,4
SAME_CNTY,13
MHHI30_40,4
WRK_HOME,13
MAGELESS18,13
MRNTL400,13
MOCC_HU,13
MB1980_198,13
MB1970_197,13
MMED_YR_BL,13
T_20_29,13
AGE18_24,13
MED_YR_BLT,13
HHI75_100,4
AGE_50_59,13
EMP,4
BRN_OTH_ST,13
MHSGRAD_SC,13
MNTV_B_O_U,13
R2000PL,13
T_10_19,13
MR800T999,13
MPOV_65PL,4
SAME_STATE,13
MED_C_RENT,13
MFOREIGN_B,13
FAMILYHH,13
PS_Uni,13
MHHI_200_P,4
MASIAN_NH,13
LOGRECNO_1,4
AGE_0_9,13
MPOP_3PL,13
V300K_400K,13
MDISABLED,4
MPOP25PLUS,13
CSA,3
MNTVAM_NH,13
R800T999,13
POP0812,4
DISABLED,4
MMED_FAM_I,13
VAC_HU,13
AGE_10_19,13
MV500K_750,13
MPS_BELOW,13
POP25PLUS,13
MUNEMP,4
B1940_1949,13
PS_BELOW,13
T_60_PL,13
MSAME_HOUS,13
R1000T1249,13
MAGE65PLUS,13
MPRESCHOOL,13
AGE_30_39,13
MNONFAMHH,13
MGR_9_12,13
MPS_Uni,13
MB2000_201,4
MR1000T124,13
NTVAM_NH,13
MDIFF_STAT,13
B1990_1999,13
MV300K_400,13
GEOID_1,13
MHISPANIC,13
WRKRS_16PL,13
MMED_HH_IN,13
MGRAD_PROF,13
B1950_1959,13
MHHI125_15,4
MAGE_40_49,13
MB1950_195,13
MFAMILYHH,13
POV_L18,4
AGE25_34,13
BIKE,13
MAGE35_44,13
MENROLLED,13
MR400T599,13
MB1940_194,13
MHHI100_12,4
HHI50_60,4
RENTED,13
MV750K_1M,13
NOHSDIPL,13
MAGE25_34,13
OWN_OCC_HU,13
AGE35_44,13
MCIV_LF,4
V_L_50K,13
AGE_20_29,13
MINSURED,4
B1939_E,13
MB1960_196,13
V_1M_PLUS,13
POV_65PL,4
MV100K_150,13
MTWOPLUS_N,13
MBORN_IN_C,13
LOGRECNO,13
MPS_BEL150,4
MPT_BUS,13
MGR_1_4,13
MAGE_10_19,13
MPOV_L18,4
MT_40_59,13
MBLT_2010_,4
MHHI150_20,4
V750K_1M,13
AGE_40_49,13
MNOHSDIPL,13
PUBLIC_TRN,13
T_40_59,13
POP_3PL,13
V50K_100K,13
CSAFP,5
MB1939_E,13
AGE_70_79,13
INSURED,4
V500K_750K,13
MMED_G_REN,13
MPOP0812,4
MKNDRGRTN,13
MMED_AGE,13
RNTL400,13
MCAR_ALL,13
POP_1P,13
NAME_1,4
PT_OTHER,13
MT_20_29,13
MHHI_L20K,4
MW_16PL_NH,13
W_16PL_NH,13
PT_BUS,13
MR2000PL,13
MN_ENROLLE,13
DIFF_STATE,13
MHHI50_60,4
V150K_200K,13
CIV_LF,4
MBLACK_NH,13
MT_30_39,13
MNOT_INS,4
MCITZ_NAT,13
AVGHHSIZE,13
FOREIGN_B,13
LSAD,11
HHI40_50,4
MPER_CAP_I,13
MPUBLIC_TR,13
MHAWPI_NH,13
GRAD_PROF,13
MMED_C_REN,13
MAGE45_64,13
MFRM_ABROA,13
NTV_B_O_US,13
AGE_80_PL,13
MSAME_CNTY,13
MWRK_HOME,13
CAR_ALONE,13
PER_CAP_IN,13
RNOCSHR,13
MOTHER_NH,13
R600T799,13
MFEMALE,13
MED_FAM_IN,13
MRNT_OCC_H,13
KNDRGRTN,13
HHI125_150,4
HHI20_30,4
R1250T1499,13
NOT_LF,4
MPOP16_PLS,4
MHHI40_50,4
TR_OTHER,13
T_30_39,13
HSGRAD_SC,13
MB1990_199,13
CITZ_BIRTH,13
B1970_1979,13
HHI60_75,4
MAGE_80_PL,13
MED_HH_INC,13
MHOUSING_U,13
MNOT_LF,4
MAGE_0_9,13
MAGE18_24,13
MSAME_STAT,13
MR1250T149,13
R1500T1999,13
CIV_NI_P,4
HHI_200_PL,4
MNOT_CITZ,13
V400K_500K,13
MAGE_60_69,13
CAR_CARPOO,13
B1960_1969,13
AWATER,13
MMED_HM_VA,13
MHHLDR_NAL,13
CIV_NI_POP,4
Zip Code,10
Product,1
Facility ID,4
Piping Corrosion Protection at Tank,1
Closure Date,1
Piping Corrosion Protection,1
Tank Release Detection Method (Primary),1
Piping Type,1
Piping Release Detection Method (Secondary),1
Tank Type,1
Capacity (gallons),1
Facility Category,2
Tank Wall Type,1
Tank Release Detection Method (Secondary),1
Line Leak Detector Type,1
Tank Material,1
Piping Material,1
Facility Type,2
Piping Wall Type,1
Piping Corrosion Protection at Dispenser,1
Tank Status,1
Piping Release Detection Method (Primary),1
Tank Name,1
Tank Tag,1
Piping System,1
Overfill Prevention,1
Installation Date,1
Tank Corrosion Protection Method,1
Facility Name,2
PrimaryCod,1
DrawRoadLa,1
GISID,12
Prohibited,1
FROMFEATUR,4
PRITREATME,4
INSPYR,2
PlowRouteN,1
ELIGIBLE,1
TOFEATURE,8
ROUTE_1,1
Weight,1
NAAQSID,5
DrawLayerC,1
ACCESS,1
Suffix,1
RRXID,6
SEGMID_1,1
PRIIRIDATE,4
SegmentK_1,1
Subdivisio,1
segmID,1
FullName,1
PlowPriori,1
Jurisdicti,1
LENGTH,2
PlowRout_1,1
Prefix,1
STRID,5
COTHICKNES,1
PlowAltRou,1
PROJYR,2
route,2
SEGMPREFIX,6
TRKRESTRIC,4
COPROJYEAR,1
PlowRouteD,1
WeightCode,1
COSURFTYPE,1
ParcelNumb,2
Accessibil,1
PreferredH,1
LICENSE TYPE,1
LICENSEE NAME,1
STREET ADDRESS,3
DOING BUSINESS AS,1
EXPIRES,1
license_no,1
STATEFP,12
FUNCSTAT,8
CLASSFP,4
COUSUBFP,2
NCTADVFP,2
NECTAFP,2
CNECTAFP,2
COUSUBNS,2
NBHD_ID,1
TYPOLOGY,1
NBHD_NAME,2
popsource,1
popsrcdesc,1
link,1
title_en,1
description_en,1
order,1
Image,1
LABEL,1
SCENICID,1
Actual Fatalities,1
Actual  (per 100 million miles traveled),1
Long Range Goal (per 100 million miles traveled),1
Total Female Instances Of Mobility,1
Total American Indian or Alaska Native Stable Student Count,1
Total Male Stable Student Count,1
Total Mobility Incidence Rate,1
Total Female Stability Rate,1
Total Hispanic or Latino Stable Student Count,1
Total Mobile Student Count,1
Total Male Instances Of Mobility,1
Total Two or More Races Pupil Count,1
Total Two or More Races Student Mobility Rate,1
Total Asian Stable Student Count,1
Total Two or More Races Stable Student Count,1
Total Hispanic or Latino Instances Of Mobility,1
Total American Indian or Alaska Native Mobile Student Count,1
Total Hispanic or Latino Mobility Incidence Rate,1
Total Native Hawaiian or Other Pacific Islander Mobile Student Count,1
Total Two or More Races Stability Rate,1
Total Black or African American Instances Of Mobility,1
Total Black or African American Stable Student Count,1
Total Hispanic or Latino Mobile Student Count,1
Total White Stable Student Count,1
Total Native Hawaiian or Other Pacific Islander Student Mobility Rate,1
Total Asian Student Mobility Rate,1
Total Student Mobility Rate,1
Total Male Mobility Incidence Rate,1
Total Male Mobile Student Count,1
Total White Student Mobility Rate,1
Total Native Hawaiian or Other Pacific Islander Pupil Count,1
Total Male Student Mobility Rate,1
Total Instances Of Mobility,1
Total American Indian or Alaska Native Stability Rate,1
Total White Pupil Count,1
Total Female Pupil Count,1
Total American Indian or Alaska Native Pupil Count,1
Total Male Stability Rate,1
Total Two or More Races Mobile Student Count,1
Total White Mobile Student Count,1
Total Native Hawaiian or Other Pacific Islander Instances Of Mobility,1
Total Stability Rate,1
Total Male Pupil Count,1
Total Black or African American Mobile Student Count,1
Total White Mobility Incidence Rate,1
Total Stable Student Count,1
Total Black or African American Mobility Incidence Rate,1
Total Female Mobile Student Count,1
Total Asian Mobility Incidence Rate,1
Total White Instances Of Mobility,1
Total Black or African American Pupil Count,1
Total Hispanic or Latino Stability Rate,1
Total Hispanic or Latino Pupil Count,1
Total Pupil Count,1
Total White Stability Rate,1
Total Asian Instances Of Mobility,1
Total American Indian or Alaska Native Mobility Incidence Rate,1
Total Native Hawaiian or Other Pacific Islander Mobility Incidence Rate,1
Total Female Student Mobility Rate,1
Total Female Mobility Incidence Rate,1
Total Asian Mobile Student Count,1
Total Asian Pupil Count,1
Total Hispanic or Latino Student Mobility Rate,1
Total American Indian or Alaska Native Instances Of Mobility,1
Total Asian Stability Rate,1
Total Black or African American Stability Rate,1
Total Two or More Races Instances Of Mobility,1
Total Native Hawaiian or Other Pacific Islander Stability Rate,1
Total Native Hawaiian or Other Pacific Islander Stable Student Count,1
Total Female Stable Student Count,1
Total Two or More Races Mobility Incidence Rate,1
Total Black or African American Student Mobility Rate,1
Total American Indian or Alaska Native Student Mobility Rate,1
indCust,1
comRev,1
totalRev,1
comPrice,1
indPrice,1
totalCust,1
serviceType,1
resPrice,1
resCust,1
resRev,1
transRev,1
transPrice,1
transSales,1
baCode,1
indRev,1
part,1
indSales,1
comSales,1
transCust,1
ownership,2
comCust,1
dataType,2
resSales,1
program,1
site_name,2
mapped_acr,1
treatmentDepth,1
engineerName,1
bedrooms,1
engineeringFirm,1
b1AltId,1
b1AppTypeAlias,1
addressNumber,1
b1ApplStatus,1
areaOfLot,1
typeOfSystem,1
b1UnitStart,1
installerName,1
dwellingType,1
limitingLayer,1
installingFirm,1
streetSuffix,1
Aggravated assault,1
Robbery,1
Robbery rate,1
Larceny- theft rate,1
Forcible rape,1
Aggravated assault rate,1
Larceny-theft,1
Property crime rate,1
Burglary rate,1
Forcible rape rate,1
Burglary,1
Violent crime total,1
Violent Crime rate,1
Murder and non-negligent manslaughter rate,1
Motor vehicle theft,1
Murder and non-negligent Manslaughter,1
Property crime total,1
Motor vehicle theft rate,1
BLKGRPCE,4
ROUTECAPAC,9
PCTOFFPKCO,9
AADTTRUCKS,9
SEASONALGR,6
PCTPKCOMB,9
SHAPE_Leng,4
PKTRK,8
DD,10
ROADTERRAI,9
CALYR,8
COUNTYEAR,12
DHV,10
PCTPKSU,9
PCTOFFPKSU,10
YR20FACTOR,10
EDLA,7
% Free and Reduced Lunch ,1
Coordinate System Disclaimer,1
Source,4
Applicable Information Quality Guideline Designation,1
Privacy and Confidentiality,1
Date Updated,1
Frequency of Update,1
capabilities,1
hasLabels,1
Total Records at Recent Update,1
Secondary Content Editor,1
Publishing Department,1
Unit of Analysis,1
Suggested by Public,1
Web Display Coordinate System,1
Data Dictionary,1
provenance,1
Update Schedule,1
Sub-Agency,1
Downloads,1
Purpose,1
Collection Mode,1
Public,1
Update Method,1
Oldest Record in Dataset,1
Horizontal Accuracy,1
minScale,1
useStandardizedQueries,1
Data Quality Certification,1
owner_uid,1
hasAttachments,1
Business Contact and Phone,1
Collection Method,1
Newest Record in Dataset,1
Creation Date,1
U ID,1
API Query URL,1
Progress,1
Parent UID,1
Last Update Date (data),1
Primary Content Provider,1
Domain,1
Data Collection Instrument,1
Null Meaning,1
Data Governance Plan,1
Derived View,1
Last Updated,1
Additional Metadata,1
Time Period,1
data_provided_by,1
supportedQueryFormats,1
Horizontal Coordinate System,1
canModifyLayer,1
maxScale,1
Technical Documentation,1
File Size at Recent Update,1
Description,3
canScaleSymbols,1
"Field Names, comma delimited",1
Published Version UID,1
Update Type,1
supportsStatistics,1
Granularity,1
Total Columns at Recent Update,1
Secondary Content Provider,1
Single Row,1
geometryType,1
Content type,1
Related Datasets,1
Source Update Schedule,1
Technical Contact and Phone,1
Publication Stage,1
defaultVisibility,1
Contact Email,1
api_endpoint,1
Date of Most Recent Update,1
source_link,1
Expected Update Frequency,1
currentVersion,1
Spatial Reference wkid,1
Citation,1
High Value Dataset,1
Bounding Coordinates,1
Keywords,1
Agency Data Series Page,1
Local Government Entity,1
allowOthersToQuery,1
displayField,1
Agency Program Page,1
htmlPopupType,1
Date of Initial Dataset Creation,1
Long Description,1
maxRecordCount,1
Geographic Coverage,1
Positional Accuracy,1
Routing & Approval,1
Date of Inital Publish,1
Data Quality Certified,1
Frequency,1
Stewardship Plan,1
License,1
Currentness Reference,1
Update Frequency,1
Total Records at Initial Publish,1
Date Created,1
copyrightText,1
Date Released,1
FGDC Compliance (Geospatial Only),1
supportsAdvancedQueries,1
Published Version Name,1
Visits,1
Location 1 (address),5
Organization,1
SizeOfDot,1
Representative,1
Location 1 (city),5
Legend,1
Location 1,5
Contact Information,1
Location 1 (state),5
flag icon,1
Location 1 (zip),5
DISTRICT_NAME,2
CREATION_ORDINANCE,2
LEGAL_END_DATE,2
BNDRY_LAST_MODIFIED_DATE,2
FILE_LINK,2
WEB_LINK_STATE_DOLA,2
COMMENTS_LEGISLATIVE_PROCESS,2
SPECIAL_FEE_TYPE,2
COMMENTS_DISTRICT_SPECIFIC,2
DISTRICT_ID,2
WEB_LINK,3
LEGAL_START_DATE,2
ACTIVE_OR_HISTORIC,2
TAX_NUMBER,2
DATA_SOURCE,1
abbreviation,1
b_mid,1
mid,1
school_name,1
school_level,1
elem,1
b_elem,1
current_config,1
point,1
b_high,1
high,1
schnum,1
final_config,1
classification,2
Adult Cats: Owner Requested Euthanasia ,2
Sm Mammal: Transfer or Rescue out to an Out of State organization,2
Rabbits: Notes:,1
Other: Transfer or Rescue out to an Out of State organization,2
Rabbits,1
Birds: Other Live Outcomes(ie: tnr / snr),2
Adult Cats: Ending Count ,1
Adult Dogs: Beginning Count ,1
Birds: Other: TNR / Protective Custody / Returns / Disaster Relief,2
Juvenile Dogs: Stray,3
Rabbits: Missing / Stolen ,2
Reptiles: Beginning Count,2
Juvenile Cats: Missing / Stolen,2
Reptiles: Transfer in from Out of State organization,2
Juvenile Cats: Beginning Count,2
Adult Cats,1
Juvenile Cats: Foster Count,2
Reptiles: Missing / Stolen ,1
Reptiles: Foster Count,2
Rabbits: Stray,3
Rabbits: Transfer or Rescue out to another Colorado organization,2
Other: Owner Requested Euthanasia upon intake,3
Rabbits: Other Live Outcomes ( ie: tnr / snr),2
Birds: Owner Relinquished,3
Other: Beginning Foster Count,2
Reptiles: Notes:,1
Juvenile Cats: Shelter Euthanasia,3
Juvenile Cats: Owner Relinquished,3
Adult Dogs: Owner Requested Euthanasia,3
Juvenile Dogs: Missing / Stolen,2
Sm Mammal: Shelter Euthanasia,3
Rabbits: Foster Count,2
Birds: Beginning Foster Count,2
Sm Mammal: Transfer or Rescue out to another Colorado organization,2
Adult Dogs: Missing / Stolen,2
Other: Adoption,3
Juvenile Cats: Ending Count,2
Reptiles: Died,2
Small Mammal: Beginning Foster Count,2
Juvenile Dogs: Transfer or Rescue out to another Colorado organization,2
Juvenile Cats: Owner Requested Euthanasia ,2
Adult Dogs: AVG LOS,2
Juvenile Cats: Transfer or Rescue out to an Out of State organization,2
Rabbits: Died,3
Other: Stray,3
Sm Mammal: Ending Count,2
Juvenile Cats: Transfer in from another Colorado organization,3
Reptiles: Owner Requested Euthanasia upon intake,2
Juvenile Dogs: Shelter Euthanasia,3
Adult Cats: Owner Requested Euthanasia upon intake,3
Sm Mammal: Returned To Owner (RTO),3
Juvenile Dogs: Beginning Foster Count,2
Birds: Shelter Euthanasia,3
Adult Cats: Missing / Stolen,3
Reptiles: Other Live Outcomes (ie: tnr / snr),2
Reptiles: Transfer or Rescue out to an Out of State organization,2
Birds: Transfer in from another Colorado organization,3
Adult Dogs: Transfer in from another Colorado organization  ,2
Reptiles: Owner Requested Euthanasia,2
Adult Dogs: Owner Requested Euthanasia upon intake,3
Birds: Beginning Count,2
Birds: Transfer or Rescue out to another Colorado organization,2
Rabbits: Owner Requested Euthanasia upon intake,3
Juvenile Dogs: Adoption ,2
Juvenile Cats: AVG LOS,2
Adult Cats: Transfer or Rescue out to an Out of State organization,2
Juvenile Dogs: Died,3
Sm Mammal: Adoption,3
Adult Dogs: Notes,1
Adult Cats: Transfer in from another Colorado organization,3
Adult Cats: Other: TNR / Protective Custody / Returns / Disaster Relief,2
Birds,1
Rabbits: Owner Requested Euthanasia,3
Rabbits: AVG LOS,2
Sm Mammal: Notes:,1
Birds: Owner Requested Euthanasia,3
Reptiles: Transfer in from another Colorado organization,2
Facility Name:,3
Juvenile Cats: Adoption ,2
Juvenile Cats: Died ,2
Sm Mammal: Other: TNR / Protective Custody / Returns / Disaster Relief,2
Reptiles: Other: TNR / Protective Custody / Returns / Disaster Relief,2
Juvenile Dogs: AVG LOS,2
Other: Missing / Stolen ,2
Adult Cats: AVG LOS,2
Reptiles: Owner Relinquished,2
Juvenile Cats: Transfer in from Out of State organization,3
Other: AVG LOS,2
Other: Other Live Outcomes (ie: tnr / snr),2
Birds: Notes:,1
Other: TNR / Protective Custody / Returns / Disaster Relief,2
Juvenile Cats: Owner Requested Euthanasia upon intake,3
Reptiles: Shelter Euthanasia,2
Birds: AVG LOS,2
Reptiles: Beginning Foster Count,2
Adult Dogs: Adoption,3
Adult Cats: Owner Relinquished,3
Juvenile Cats,1
Other: Transfer in from another Colorado organization,3
Sm Mammal: Owner Relinquished,3
Rabbits: Returned To Owner (RTO),3
Reptiles: AVG LOS,2
Juvenile Dogs: Transfer or Rescue out to an Out of State organization,2
Other: Foster Count,2
Other: Beginning Count,2
Juvenile Cats: Transfer or Rescue out to another Colorado organization,2
Adult Cats: Adoption,3
Juvenile Cats: Beginning Foster Count,2
Adult Cats: Foster Count,2
Birds: Adoption,3
Birds: Missing / Stolen ,1
Juvenile Dogs: Beginning Count,2
Sm Mammal: Foster Count,2
Birds: Ending Count,2
Juvenile Dogs: Other live outcomes (ie tnr / snr) ,1
Sm Mammal: Stray,3
Adult Cats: Transfer or Rescue out to another Colorado organization,2
Sm Mammal: AVG LOS,2
Small Mammal: Beginning Count,2
Adult Cats: Returned To Owner (RTO),3
Juvenile Cats: Other: TNR / Protective Custody / Returns / Disaster Relief,2
Rabbits: Transfer or Rescue out to an Out of State organization,2
Rabbits: Beginning Foster Count,2
Adult Cats: Stray,3
Juvenile Dogs: Ending Count,2
Other,1
Footnotes:,1
Adult Dogs: Died,3
Juvenile Dogs: Owner Requested Euthanasia,3
Adult Dogs: Transfer or Rescue out to another Colorado organization,2
Adult Dogs: Transfer or Rescue out to an Out of State organization,2
Birds: Foster Count,2
Rabbits: Transfer in from another Colorado organization,3
Rabbits: Beginning Count,2
Juvenile Dogs: Other: TNR / Protective Custody / Returns / Disaster relief,2
Adult Cats: Died,3
Birds: Died,3
Reptiles: Adoption,2
Adult Dogs: Beginning Foster Count,2
PACFA License Number:,2
Juvenile Cats: Returned To Owner (RTO),3
Birds: Transfer in from Out of State organization,3
Adult Dogs: Transfer in from Out of State organization,3
Sm Mammal: Owner Requested Euthanasia,3
Other: Ending Count,2
Adult Cats: Transfer in from Out of State organization,3
Small Mammal,1
Birds: Owner Requested Euthanasia upon intake,3
Sm Mammal: Died,3
Reptiles: Transfer or Rescue out to another Colorado organization,2
Adult Dogs: Ending Count,2
Rabbits: Owner Relinquished,3
Reptiles: Stray,2
Other: Owner Requested Euthanasia,3
Adult Cats: Other Live Outcomes (ie: tnr / snr),2
Rabbits: Adoption,3
Rabbits: Shelter Euthanasia,3
Adult Dogs: Stray,3
Birds: Stray,3
Sm Mammal: Owner Requested Euthanasia upon intake,3
Adult Cats: Shelter Euthanasia,3
Adult Dogs: Owner Relinquished,3
Adult Dogs: Foster Count,2
Other: Owner Relinquished,3
Juvenile Cats: Notes,1
Juvenile Cats: Stray ,2
Birds: Transfer or Rescue out to an Out of State organization,2
Sm Mammal: Transfer in from another Colorado organization,3
Juvenile Dogs: Owner Relinquished ,2
Other: Notes:,1
Adult Cats: Beginning Foster Count,2
Other: Transfer in from Out of State organization,3
Reptiles: Returned To Owner (RTO),2
Other: Died,3
Juvenile Dogs: Notes,1
Adult Cats: Notes,1
Juvenile Dogs: Owner Requested Euthanasia upon intake,3
Juvenile Dogs: Transfer in from Out of State organization,3
Adult Dogs: Returned To Owner (RTO),3
Juvenile Dogs: Returned To Owner (RTO),3
Sm Mammal: Other Live Outcomes (ie: tnr / snr),2
Rabbits: Other: TNR / Protective Custody / Returns / Disaster Relief,2
Adult Dogs: Shelter Euthanasia ,2
Juvenile Dogs: Transfer in from another Colorado organization,3
Adult Cats: Beginning Count,2
Juvenile Dogs: Foster Count,2
Juvenile Dogs,1
Other: Transfer or Rescue out to another Colorado organization,2
Reptiles: Ending Count,2
Rabbits: Transfer in from Out of State organization,3
Rabbits: Ending Count,2
Other: Shelter Euthanasia,3
Sm Mammal: Missing / Stolen ,1
Other: Returned To Owner (RTO),3
Adult Dogs,1
Reptiles,1
Birds: Returned To Owner (RTO),3
Adult Dogs: Other: TNR / Protective Custody / Returns / Disaster Relief,2
Adult Dogs: Other live outcomes (ie: tnr/snr),3
Sm Mammal: Transfer in from Out of State organization,3
Juvenile Cats: Other Live Outcomes (ie:tnr / snr),3
LT UTM North,1
Upper Terminus,1
LT UTM East,1
Waterbody Type,1
Watershed,1
Appropriation Type,1
Water District,1
Division,1
Lower Terminus,1
Flow Amounts,1
UT UTM North,1
Appropriation Date,3
Lake UTM East,1
Case No,1
Lake UTM North,1
Length,3
Prior Adjudication Date,1
Volume in AF,1
Waterbody Name,1
UT UTM East,1
MBLT_2000_,9
POP0711,9
MPOP0711,9
MLOGRECNO,9
BLT_2000_P,9
NAMEACS,9
ADJ_PS_Uni,9
MADJ_PS_Un,9
MADJ_PS_Po,9
ADJ_PS_Pov,9
evLevel1EVSENum,1
maximumVehicleClass,1
accessCode,1
accessDetailCode,1
cardsAccepted,1
evPricing,1
evNetworkWeb,1
groupsWithAccessCodeFrench,1
ngVehicleClass,1
e85BlenderPump,1
cngTotalCompressionCapacity,1
lngVehicleClass,1
stationName,1
cngFillTypeCode,1
restrictedAccess,1
lpgPrimary,1
ownerTypeCode,1
e85OtherEthanolBlends,1
evWorkplaceCharging,1
statusCode,1
geoLocation,1
ngFillTypeCode,1
evConnectorTypes,1
facilityType,1
ngPSI,1
lpgNozzleTypes,1
npsUnitName,1
openDate,1
cngDispenserNum,1
cngStationSellsRenewableNatrualGas,1
fuelTypeCode,1
cngVehicleClass,1
cngStorageCapacity,1
evNetwork,1
accessDaysTime,1
groupsWithAccessCode,1
cngPSI,1
evLevel2EVSENum,1
evDCFastCount,1
stationPhone,1
lngStationSellsRenewableNatrualGas,1
evOnSiteRenewableSource,1
cngOnSiteRenewableSource,1
bdBlends,1
Statutory,1
Admininstr,1
State Net Taxable Sales Blank Code,2
State Sales Tax Blank Code,2
gross_sales,3
state_net_taxable_sales,3
num_retailers,2
Gross Sales Blank Code,2
num_returns,2
Retail Sales Blank Code,2
state_sales_tax,3
retail_sales,3
COMMENT,3
TYPE,4
SHORT_NAME,2
No Votes,6
Office/Issue/Judgeship,3
Party,14
Yes Votes,6
Candidate Votes,3
Candidate,10
avgwindspeed10m,5
peakwindspeed10m,5
globalhorizontal,5
zenithangle,4
azimuthangle,4
precipitationaccumulated,5
avgwinddirection10m,5
stationpressure,5
directnormal,4
relhumidity,6
airtemperature,5
diffusehorizontal,4
Provider Address,1
Modality Id,1
Provider ID,1
Provider Type,1
Judicial District,1
Modality Name,1
Provider name,1
County Id,1
Admissions,1
GEOIDTR,2
address_line_1,1
federaloriginalsubmissioniddt,1
address_line_2,1
country_code,1
returntypecd,1
province,1
postal_code,1
taxperiodenddt,1
taxperiodbegindt,1
EMERGENCY_,1
DISTRICT,2
HOUSE_PHON,1
STATION_NU,1
FIPS_STATE,1
FIPS_COUNT,1
Acres,4
SqMiles,1
AGENCYURL,2
FACILITYID,2
OPERDAYS,2
SUBTYPEFIE,2
OPERHOURS,2
FEATURECOD,2
CONTACT,2
OWNTYPE,2
FULLADDR,2
BUILT,2
LOGRADE,2
HIGRADE,2
UNSDLEA,2
SDTYP,2
Traf_Z,2
Long,2
Dir,2
Fun_Cl,2
Nhs,2
Iri,2
Mtc_D,2
Emp,2
Tran,2
P_Grp,2
BMP,2
Crbk,2
Num_Lanes,2
Fatg,2
Rut,2
Curve,2
Mtc_Y,2
DL,2
Hwy,2
DL_Idx,2
Cond,2
Env_Z,2
P_Typ,2
Depth,2
DATA_SOURC,1
first_city,1
Candidate/Yes or No,4
Office/Ballot Issue,3
performedZipCode,1
title,5
registrantType,2
performedState,1
orgName,1
performedAddress,1
performedCity,1
Office,7
ApprovalDate,1
ApplicationDate,1
ProjectType,1
Street,1
PermitSubType,1
OpenDate,1
ExpectedDate,1
HumanName,1
StatudId,1
LastUpdateDate,1
Unit,1
HouseNumber,1
PermitTupe,1
ProjectId,1
ExpirationDate,1
Country,1
CreatedDate,1
ClosedDate,1
StreetDirection,1
areadesc,1
instname1,1
progdesc,1
instowndes,1
insttydesc,1
progtitle,1
geoReference,1
url,1
2013 Unsatisfactory Count,1
2013 Partially Proficient Count,1
2013 % Unsatisfactory,1
2013 % Partially Proficient ,1
2013 % Proficient & Advanced,1
Postal Code,1
Location Type,1
First Beneficial Use,1
Static Water Level Date,1
IDKey,2
Well Plugged,1
Yield,1
Current Status,1
Denver Basin Aquifer,1
Contact Name,1
Permit Category,1
Permit Expires,1
Parcel Name,1
Associated Aquifers,1
Permit Issued,1
Static Water Level,1
Well Constructed,1
Associated Uses,1
Pump Installed,1
GEOIDBLOCK,2
"Latitude, Longitude",2
Release Record Type,1
Closure_Date,1
Release Record Link,1
No Further Action Type,1
Release Number,1
Release Date,1
Release Source,1
Legacy Event ID,1
Release Cause,1
Contact,1
Tax Rate Footnote,1
Exemptions,2
County Sales Tax Rate,1
Use Tax Rate Footnote,1
Service Fee Allowed,2
Use Tax (paid to city or county) applies to:,1
Use Tax Rate,2
Service Fee Allowed Footnote,1
Number of Nicotine Products Distributors ¹,1
Number of Tobacco Products Distributors ¹,1
"Nicotine Products
Excise Tax ²",1
Quarter,1
Number of Cigarette  Wholesalers ¹,1
"Cigarette
Excise Tax",1
"Tobacco Products
Excise Tax ³",1
WIDENOBSTACLE,3
CURVES_C,6
TRKRESTRICT,4
PRICURVECLASS,2
GRADES_A,6
SystemID,3
TOLLID,4
PRIPSR,1
SubDate,1
UABName,6
GRADES_F,6
SIGHTDIST,6
GRADES_C,6
CURVES_B,6
PRIGRADECLASS,2
GRADES_B,6
CURVES_F,6
HOVLNQTY,4
CURVES_D,6
WIDENFEAS,6
GradeLen,4
CurveLen,4
CURVES_A,6
TODESC,5
CURVES_E,6
GRADES_D,6
HPMS_Access_Control,1
SATimeStamp,1
FUNCCLASSID,5
FROMDESC,5
HPMS_Surface_Type,1
TOLLMAINTOPS,1
GRADES_E,6
FROMFEATURE,4
PKPARK,6
HPMSYear,2
AddrLastLi,1
NumSuf,1
PreDir,1
UnitNumber,1
SAUID,1
AddrNum,1
AddrFull,1
PreType,1
Zipcode,1
UnitType,1
PostType,1
PostDir,1
geometry,1
NEIGHBORHO,2
FILING_COD,1
USER_COMME,2
F_NEIGH_GI,1
LEGACY_FNA,1
AIMS_SUBCO,1
LAST_UPDAT,2
IS_CONDO,1
NEIGHBOR_1,1
FULL_NAME,1
LEGACY_SNA,1
HUC8,3
Reservoir Storage NEP,1
Stream Flow NEP,1
HUC8 Name,2
Forecasted Runoff NEP,1
Health Care Provider,1
airTemperature,1
directNormal,1
globalHorizontal,1
avgWindSpeedStdDev10m,1
peakWindSpeed10m,1
globalSecondary,1
avgWindDirectionStdDev10m,1
avgWindDirection10m,1
relHumidity,1
avgWindSpeed10m,1
diffuseHorizontal,1
licenseeDba,1
eventNameVenue,1
day,1
eventDate,1
eventLocation,1
FEATURE,1
FENCED,2
LIGHTS,1
FIELD_TIER,1
FIELD_SIZE,1
OVERLAP,1
FIELD_NUMB,1
Business Name,6
State Code,3
License ID,1
Operation Types,4
DBAs,4
Expire Date,3
Original Effective Date,2
EXPIRATION_DATE,1
LICENSE_SUB_TYPE,1
LICENSE_STATUS,1
Trade Name,1
BFN,1
LICENSE_TYPE,1
ENTITY_NAME,1
wklyHrsProd,1
superSector,1
wklyHrsAll,1
wklyEarningsProd,1
