name,description,category,base_url,organization,organization_contact
School Districts in Colorado,"Aggregated from thousands of local jurisdictions by the Colorado Department of Local Affairs (DOLA) Demography office. Many of the district boundaries were created from scanned drawings or digitized PDFs, and therefore no guarantee of accuracy can be made for the data.","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'districts', 'special districts', 'boundaries', 'school', 'education', 'gis']",https://data.colorado.gov/resource/mm2p-ag5w.json,,Colorado Information Marketplace
Water and Sanitation Districts in Colorado,"Aggregated from thousands of local jurisdictions by the Colorado Department of Local Affairs (DOLA) Demography office. Many of the district boundaries were created from scanned drawings or digitized PDFs, and therefore no guarantee of accuracy can be made for the data.","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'districts', 'special districts', 'boundaries', 'water', 'sanitation', 'gis']",https://data.colorado.gov/resource/rkr9-nd87.json,,Colorado Information Marketplace
Fire Districts in Colorado,"Aggregated from thousands of local jurisdictions by the Colorado Department of Local Affairs (DOLA) Demography office. Many of the district boundaries were created from scanned drawings or digitized PDFs, and therefore no guarantee of accuracy can be made for the data.","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'districts', 'special districts', 'boundaries', 'fire', 'gis']",https://data.colorado.gov/resource/9s32-6t85.json,,Colorado Information Marketplace
Hospital Districts in Colorado,"Aggregated from thousands of local jurisdictions by the Colorado Department of Local Affairs (DOLA) Demography office. Many of the district boundaries were created from scanned drawings or digitized PDFs, and therefore no guarantee of accuracy can be made for the data.","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'districts', 'special districts', 'boundaries', 'hospitals', 'gis']",https://data.colorado.gov/resource/nq9j-ybu4.json,,Colorado Information Marketplace
Parks and Rec Districts in Colorado,"Aggregated from thousands of local jurisdictions by the Colorado Department of Local Affairs Demography office. Many of the district boundaries were created from scanned drawings or digitized PDFs, and therefore no guarantee of accuracy can be made for the data.","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'districts', 'special districts', 'boundaries', 'parks', 'recreation', 'parks and rec', 'gis']",https://data.colorado.gov/resource/5ku5-3ak6.json,,Colorado Information Marketplace
dlmetro,"Aggregated from thousands of local jurisdictions by the Colorado Department of Local Affairs Demography office. Many of the district boundaries were created from scanned drawings or digitized PDFs, and therefore no guarantee of accuracy can be made for the data.","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'districts', 'special districts', 'boundaries', 'metropolitan', 'metro', 'gis']",https://data.colorado.gov/resource/6mdp-xw2u.json,,Colorado Information Marketplace
Municipal Annexations in Colorado,"Annexation data for Colorado Municipalities, from 2010 to the present from the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'municipal', 'annexations', 'municipalities', 'cities', 'towns', 'villages', 'townships', 'gis']",https://data.colorado.gov/resource/9ucd-vbp8.json,,Colorado Information Marketplace
Highway Milepoints in Colorado,"The mile points for every interstate highway in Colorado, from the Colorado Department of Transporation","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'transportation', 'milepoints', 'interstate', 'highway', 'gis']",https://data.colorado.gov/resource/xv9c-7iqh.json,,Colorado Information Marketplace
Highways in Colorado,"Highway locations and various data: speed limits, surface type, access, etc, from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'transportation', 'highway', 'speed limit', 'surface type', 'access', 'roads', 'nhwa', 'national highway act', 'average daily traffic', 'road jurisdictions', 'maintenance', 'routes', 'gis']",https://data.colorado.gov/resource/phvc-rwei.json,,Colorado Information Marketplace
Counties in Colorado,"County boundaries and area, from the Colorado Department of Transportation (CDOT) for 64 counties in the state of Colorado.","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'counties', 'boundaries', 'area', 'gis']",https://data.colorado.gov/resource/ahgn-r8s5.json,,Colorado Information Marketplace
Cities in Colorado,"Locations and areas of Colorado cities, towns, municipal perimeters, and FIPS codes from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'location', 'cities', 'towns', 'fips', 'municipal', 'area', 'perimeter', 'boundaries', 'gis']",https://data.colorado.gov/resource/g749-y462.json,,Colorado Information Marketplace
Airports in Colorado,"Airport locations, nearby city, recreation in the area, and more with associated data (hours, annual number of passengers, etc) from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'recreation', 'city', 'airplane', 'runway', 'gis']",https://data.colorado.gov/resource/wj25-kxs8.json,,Colorado Information Marketplace
Railroads in Colorado,"Railroad locations with associated data (in service, types of passenger, etc) from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'railroad', 'location', 'passenger', 'transportation', 'train', 'amtrak', 'abandoned railroads', 'tourist lines', 'gis']",https://data.colorado.gov/resource/2tib-gtif.json,,Colorado Information Marketplace
housingDOLA,"Local governments, housing authorities and the State of Colorado are taking a collaborative and multi-pronged approach to rebuild, restore, replace or mitigate housing damaged by the floods.","['dola', 'housing', 'colorado', 'flood', 'recovery', 'resilient', 'resiliency']",https://data.colorado.gov/resource/jdex-ka2y.json,,OIT - GIS
Big_Thompson,"Shortly after the floods, the State of Colorado set aside funding to support local efforts to develop watershed master plans. With support from the State, 11 master plans were developed with the understanding that watershed recovery and resilience requires a holistic approach from the top of the watershed to the bottom, and also requires the engagement and participation of a broad range of watershed stakeholders, including local and state government, non-profits, businesses and landowners. The master planning process provided a collaborative approach to identify and prioritize needs, to develop projects and to guide the implementation. The master planning process also catalyzed the formation of watershed coalitions which are now actively guiding restoration and resiliency efforts within the flood impacted watersheds.","['watershed', 'coalition', 'resiliency', 'resilient', 'boundaries', 'flood', 'colorado']",https://data.colorado.gov/resource/uc6k-43ed.json,,OIT - GIS
Bear_Creek,"Shortly after the floods, the State of Colorado set aside funding to support local efforts to develop watershed master plans. With support from the State, 11 master plans were developed with the understanding that watershed recovery and resilience requires a holistic approach from the top of the watershed to the bottom, and also requires the engagement and participation of a broad range of watershed stakeholders, including local and state government, non-profits, businesses and landowners. The master planning process provided a collaborative approach to identify and prioritize needs, to develop projects and to guide the implementation. The master planning process also catalyzed the formation of watershed coalitions which are now actively guiding restoration and resiliency efforts within the flood impacted watersheds.","['watershed', 'coalition', 'resiliency', 'resilient', 'boundaries', 'flood', 'colorado']",https://data.colorado.gov/resource/jcri-h8z5.json,,OIT - GIS
Hydrology_Basins_Phase2,"Hydrology Basin Phases initiated post-flood event of September 2013. The State of Colorado created a first-of-its-kind watershed restoration program utilizing funding from U.S. Department of Housing and Urban Development (HUD). Through Community Development Block Grant – Disaster Recovery funds, the Watershed Resilience Pilot Program provides grants to watershed coalitions for staff support and resilient river restoration projects. These grant funds build coalition capacity, bringing together the diverse range of stakeholders required to restore disaster-impacted watersheds. River restoration projects in this program not only restore natural systems, but achieve multiple benefits, such as increasing community connectivity by tying into trail systems, promoting safety by protecting infrastructure, enhancing local economy by incorporating recreational opportunities and building resiliency for communities and ecosystems. These are the basins and associated phases","['watershed', 'basin', 'pilot', 'program', 'resiliency', 'recovery', 'flood', 'colorado']",https://data.colorado.gov/resource/ckap-kii6.json,,OIT - GIS
layer_3,"Hydrology Basin Phases initiated post-flood event of September 2013. The State of Colorado created a first-of-its-kind watershed restoration program utilizing funding from U.S. Department of Housing and Urban Development (HUD). Through Community Development Block Grant – Disaster Recovery funds, the Watershed Resilience Pilot Program provides grants to watershed coalitions for staff support and resilient river restoration projects. These grant funds build coalition capacity, bringing together the diverse range of stakeholders required to restore disaster-impacted watersheds. River restoration projects in this program not only restore natural systems, but achieve multiple benefits, such as increasing community connectivity by tying into trail systems, promoting safety by protecting infrastructure, enhancing local economy by incorporating recreational opportunities and building resiliency for communities and ecosystems. These are the basins and associated phases","['watershed', 'basin', 'pilot', 'program', 'resiliency', 'recovery', 'flood', 'colorado']",https://data.colorado.gov/resource/gdsi-rrmk.json,,OIT - GIS
Hydrology_Phases,"Hydrology Basin Phases initiated post-flood event of September 2013. The State of Colorado created a first-of-its-kind watershed restoration program utilizing funding from U.S. Department of Housing and Urban Development (HUD). Through Community Development Block Grant – Disaster Recovery funds, the Watershed Resilience Pilot Program provides grants to watershed coalitions for staff support and resilient river restoration projects. These grant funds build coalition capacity, bringing together the diverse range of stakeholders required to restore disaster-impacted watersheds. River restoration projects in this program not only restore natural systems, but achieve multiple benefits, such as increasing community connectivity by tying into trail systems, promoting safety by protecting infrastructure, enhancing local economy by incorporating recreational opportunities and building resiliency for communities and ecosystems. These are the basins and associated phases","['watershed', 'basin', 'pilot', 'program', 'resiliency', 'recovery', 'flood', 'colorado']",https://data.colorado.gov/resource/uapa-mhkv.json,,OIT - GIS
Hydrology_Basins_Phase1,"Hydrology Basin Phases initiated post-flood event of September 2013. The State of Colorado created a first-of-its-kind watershed restoration program utilizing funding from U.S. Department of Housing and Urban Development (HUD). Through Community Development Block Grant – Disaster Recovery funds, the Watershed Resilience Pilot Program provides grants to watershed coalitions for staff support and resilient river restoration projects. These grant funds build coalition capacity, bringing together the diverse range of stakeholders required to restore disaster-impacted watersheds. River restoration projects in this program not only restore natural systems, but achieve multiple benefits, such as increasing community connectivity by tying into trail systems, promoting safety by protecting infrastructure, enhancing local economy by incorporating recreational opportunities and building resiliency for communities and ecosystems. These are the basins and associated phases","['watershed', 'basin', 'pilot', 'program', 'resiliency', 'recovery', 'flood', 'colorado']",https://data.colorado.gov/resource/t2yx-gzjj.json,,OIT - GIS
CWCB Instream Flow and Natural Lake Level Data,Instream Flow and Natural Lake Level water rights of the Colorado Water Conservation Board,"['water rights', 'instream', 'cwcb', 'appropriations', 'minimum flows', 'minimum lake levels']",https://data.colorado.gov/resource/kzsx-aqy6.json,,DNR_ISFCourtCalendar
Crime Offenses by Police District 2001-2016 in Colorado,Criminal offenses summarized by type of crime for police districts in Colorado for 2001 to 2016. Provided by the Colorado Department of Public Safety (CDPS).,"['bic', 'gocodecolorado', 'colorado', 'dps', 'department of public safety', 'police', 'safety', 'crimes', 'criminal offenses', 'crime types', 'police districts']",https://data.colorado.gov/resource/ya69-n6ta.json,,Colorado Information Marketplace
Crime Arrests by Police District 2001-2016 in Colorado,Criminal arrests summarized by type of crime for police districts in Colorado from 2001 to 2016 from the Colorado Department of Public Safety (CDPS).,"['bic', 'gocodecolorado', 'colorado', 'dps', 'department of public safety', 'police', 'safety', 'crimes', 'criminal arrests', 'crime types', 'police districts']",https://data.colorado.gov/resource/2e5i-5hfy.json,,Colorado Information Marketplace
Colorado Licensed Child Care Facilities Report,"Note: The March file is currently delayed as we conduct additional data quality checks to ensure accuracy. We are actively working to resolve the issue and will upload the file as soon as possible.

We appreciate your patience and apologize for any inconvenience this may cause. 

This dataset includes all non-24 hour licensed child care facilities  in the State of Colorado. It is updated monthly, and is intended for public use. It includes CDEC-issued child care license numbers, legal business names as they appear in the licensing application, the types of service the programs provide, the physical location addresses of the programs as they appear in the licensing application, the longitude-latitude coordinate values derived from geocoding services and spatial QA, the valid Colorado Shines quality rating levels (if applicable), total licensed capacities, and CCCAP utilization and fiscal agreement.

Note: As of Jan 1, 2021, the following fields are temporarily unavailable in this release: `CCCAP CHILD COUNT_D1`, `CCCAP CASE COUNT_D1`, and `CCCAP_AMOUNT_PAID_D1`. These columns will be included again in the near future. Please contact the dataset owner for more information as necessary. 

Disclaimer: The State of Colorado, the Colorado Department of Human Services, and the Office of Early Childhood make no representations or warranties expressed or implied, with respect to the use of data provided herewith regardless of its format or the means of its transmission. There is no guarantee or representation to the user as to the accuracy, currency, suitability, or reliability of this data for any purpose. The user accepts the data “as is”. The State of Colorado assumes no responsibility for loss or damage incurred as a result of any user reliance on this data.
Users of this information should review or consult the primary data and information sources to ascertain the usability of the information. The State of Colorado does not necessarily endorse any interpretations or products derived from the data.

No longer in use columns as of 7/1/2022: 

CCCAP CHILD COUNT_D1: the number of children utilizing CCCAP at least once during the month [reflects most current data available; two months prior to the date of this report or D1]

CCCAP CASE COUNT_D1: the number of cases (or families) with at lease one child utilizing CCCAP at least once during the month [reflects most current data available; two months prior to the date of this report or D1]

CCCAP FA EXP DATE_D1: CCCAP fiscal agreement expiration date across any associated county [reflects data two months prior to the date of this report or D1]

CCCAP TOTAL AUTH_D1: the total number of CCCAP authorizations for all fiscal agreements [reflects data two months prior to the date of this report or D1]

CCCAP FA EXP DATE_D2: the latest CCCAP fiscal agreement expiration date across any associated county [reflects most current data available; through the previous two weeks prior from the date of this report or D2]

CCCAP TOTAL AUTH_D2: the total number of CCCAP authorizations for all fiscal agreements [reflects most current data available; through the previous two weeks prior from the date of this report or D2]","['early childhood', 'licensed child care', 'child care center', 'day care', 'family child care home', 'qris quality ratings', 'colorado shines', 'cccap']",https://data.colorado.gov/resource/a9rr-k8mu.json,,TranxxQD
2015 - Shelter And Rescue Statistics,"This list provides the individual 2015 Statistics for the Animal Rescues and Animal Shelters that are PACFA licensed in the State of Colorado as of July 11, 2016. The numbers in this data set were provided by each individual facility, if you have questions about the numbers please call the facility directly.

If you have general questions please send an email to adrienne.bannister@state.co.us. If you are aware of a facility that is not licensed please complete a complaint form on our website (www.colorado.gov/aginspection/pacfa) so that we may investigate the reason they are not currently licensed.","['pacfa', 'shelter', 'rescue']",https://data.colorado.gov/resource/773d-wy2e.json,,abannister
Professional and Occupational License Types in Colorado,"Detail on over 320 license types containing records for over 1 million individuals and businesses from the Department of Regulatory Agencies (DORA), Division of Professions and Occupations (DPO), who are or have been licensed with the Division, within more than 60 professions and occupations, and entities in the State of Colorado.","['bic', 'gocodecolorado', 'covid19', 'colorado', 'dora', 'department of regulatory agencies', 'professional', 'occupational', 'licenses', 'license types', 'healthcare licenses', 'occupational licenses', 'business licenses', 'professions and occupations', 'colorado professional licensing', 'colorado occupational licensing', 'division of professions and occupations.']",https://data.colorado.gov/resource/349y-twqi.json,,Colorado Information Marketplace
Professional and Occupational Licenses in Colorado,Professional and occupational license types in Colorado from the Department of Regulatory Agencies (DORA).,"['bic', 'gocodecolorado', 'covid19', 'colorado', 'dora', 'department of regulatory affairs', 'professional', 'occupational', 'licenses', 'healthcare licenses', 'occupational licenses', 'business licenses', 'professions and occupations', 'healthcare professions profile program', 'hppp']",https://data.colorado.gov/resource/7s5z-vewr.json,,Colorado Information Marketplace
Vacancies by Type of Apartment in Colorado 2016,Average rents and vacancies distributed by type of apartment for regions across Colorado dating back to 2006 as defined by the Colorado Department of Local Affairs Housing Division (DOLA).,"['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'rent', 'vacancies', 'buildings', 'building structure', 'apartments', 'apartment type', 'tenants', 'residences', 'occupancy']",https://data.colorado.gov/resource/mvn7-a28c.json,,Colorado Information Marketplace
Rents by Type of Apartment in Colorado 2016,Average rents and vacancies distributed by type of apartment for regions across Colorado dating back to 2006 as defined by the Colorado Department of Local Affairs Housing Division (DOLA).,"['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'rent', 'vacancies', 'buildings', 'building structure', 'apartments', 'apartment type', 'tenants', 'residences', 'occupancy']",https://data.colorado.gov/resource/cmr9-ue2w.json,,Colorado Information Marketplace
Vacancies by Size of Building in Colorado 2016,Average rents and vacancies distributed by size of building structure for regions across Colorado dating back to 2006 as defined by the Colorado Department of Local Affairs Housing Division (DOLA).,"['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'vacancies', 'buildings', 'building structure', 'building size', 'tenants', 'residences', 'occupancy']",https://data.colorado.gov/resource/chnk-j6e5.json,,Colorado Information Marketplace
Rents by Size of Building in Colorado 2016,Average rents and vacancies distributed by size of building structure for regions across Colorado dating back to 2006 as defined by the Colorado Department of Local Affairs Housing Division (DOLA).,"['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'rent', 'vacancies', 'buildings', 'building structure', 'building size', 'tenants', 'residences', 'occupancy']",https://data.colorado.gov/resource/ixu8-bvqa.json,,Colorado Information Marketplace
Vacancies by Age of Building for Colorado 2016,Average rents and vacancies distributed by age of building structure for regions across Colorado dating back to 2006 as defined by the Colorado Department of Local Affairs Housing Division (DOLA).,"['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'vacancies', 'buildings', 'building structure', 'building age', 'tenants', 'residences', 'occupancy']",https://data.colorado.gov/resource/2p2k-iq7f.json,,Colorado Information Marketplace
Rents by Age of Building in Colorado 2016,Average rents and vacancies distributed by age of building structure for regions across Colorado dating back to 2006 as defined by the Colorado Department of Local Affairs Housing Division (DOLA).,"['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'rent', 'vacancies', 'buildings', 'building structure', 'building age', 'tenants', 'residences', 'occupancy']",https://data.colorado.gov/resource/hwir-8ay9.json,,Colorado Information Marketplace
Electricity Revenue by Utility in US,"Electricity revenue and counts broken down by utility company and by sector, since 1999, from the US Energy Information Administration (USEIA).","['bic', 'gocodecolorado', 'colorado', 'us', 'united states', 'useia', 'united states energy information administration', 'environment', 'electricity', 'revenue', 'utility', 'utilities', 'sector', 'company']",https://data.colorado.gov/resource/ue5s-8u8t.json,,Colorado Information Marketplace
Highway Quality in Colorado 2015,"Highway segments and the various quality assurance data along with the overall grade, from the 2015 review of the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'transportation', 'highways', 'roads', 'quality', 'grade', 'concrete', 'surface quality']",https://data.colorado.gov/resource/uhup-hcc4.json,,Colorado Information Marketplace
Electricity Revenue in US,"Revenue and pricing for electricity consumption by month in each state, since 1990 from the US Energy Information Administration (USEIA).","['bic', 'gocodecolorado', 'colorado', 'useia', 'united states energy information administration', 'metering', 'energy company', 'energy', 'electricity', 'revenue']",https://data.colorado.gov/resource/cdkn-c7n9.json,,Colorado Information Marketplace
Electricity Net Metering by Utility in US,"Metering for various energy companies broken down by month and state, since 2011, from the US Energy Information Administration (USEIA).","['bic', 'gocodecolorado', 'colorado', 'useia', 'united states energy information administration', 'metering', 'energy company', 'energy', 'electricity', 'revenue', 'net metering', 'utility', 'utilities']",https://data.colorado.gov/resource/4jjg-g3yq.json,,Colorado Information Marketplace
Natural Gas Prices in Colorado,"Natural gas prices by type per month, since 1989, from the US Energy Information Administration (USEIA).","['bic', 'gocodecolorado', 'colorado', 'useia', 'united states energy information administration', 'natural gas', 'oil and gas', 'fossil fuels', 'price']",https://data.colorado.gov/resource/e4ky-6g2n.json,,Colorado Information Marketplace
Gasoline Prices in Colorado,"Gas prices for every week since 2000, broken down by type, from the US Energy Information Administration (USEIA).","['bic', 'gocodecolorado', 'covid19', 'colorado', 'useia', 'united states energy information administration', 'gas', 'gasoline', 'gas type', 'prices', 'fossil fuels', 'transportation']",https://data.colorado.gov/resource/8pk9-mh2i.json,,Colorado Information Marketplace
Road Surface Treatment Projects in Colorado 2015,"Road surface treatment planned (estimated) from 2016 through 2019 on highways in Colorado, from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'treatment', 'project', 'construction', 'transportation', 'roads', 'surface', 'traffic', 'maintenance']",https://data.colorado.gov/resource/nbem-wipy.json,,Colorado Information Marketplace
Road Traffic Counts in Colorado 2014,"Features in this dataset represent traffic counts on public roads under local jurisdiction that are functionally classified as arterials or collectors. Features are represented by polyline (linear) geographic shapes from the Colorado Department of Transportation (CDOT), for 2014","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'transportation', 'roads', 'traffic', 'traffic counts', 'gis']",https://data.colorado.gov/resource/iqyg-cdrz.json,,Colorado Information Marketplace
Highway Traffic Counts in Colorado 2014,"Traffic counts on highways and various calculations, from Colorado Department of Transportation (CDOT), for 2014","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'transportation', 'highways', 'roads', 'traffic', 'traffic counts', 'gis']",https://data.colorado.gov/resource/4hz3-qup8.json,,Colorado Information Marketplace
Noxious Weeds in Colorado 2014,"Noxious weeds found in the state of Colorado along roadways during 2014, from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'weeds', 'noxious weeds', 'poisonous', 'poison', 'roadways', 'environment', 'plants', 'gis']",https://data.colorado.gov/resource/9mid-gqwm.json,,Colorado Information Marketplace
Census Places in Colorado 2014,"Census data for places (geospatial extent) from the American Community Survey, gathered from 2010 through 2014 from the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'american community survey', 'places', 'geospatial', 'state demography office', 'occupation', 'occupancy', 'gis']",https://data.colorado.gov/resource/n5xr-summ.json,,Colorado Information Marketplace
Census Counties in Colorado 2014,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'american community survey', 'counties', 'demographics', 'eudcation', 'commute', 'gis']",https://data.colorado.gov/resource/wshk-29g7.json,,Colorado Information Marketplace
Census Tracts in Colorado 2014,"Census data for tracts (geospatial extent) from the American Community Survey, gathered from 2010 through 2014 provided by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'dola', 'department of local affairs', 'demographics', 'geospatial', 'american community survey', 'tracts', 'census tracts', 'gis']",https://data.colorado.gov/resource/dwez-qzwp.json,,Colorado Information Marketplace
Census Block Groups in Colorado 2014,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'dola', 'department of local affairs', 'demographics', 'census blocks', 'education', 'commute', 'gis']",https://data.colorado.gov/resource/adbb-iu37.json,,Colorado Information Marketplace
Highway Quality in Colorado 2014,"Highway segments and the various quality assurance data along with the overall grade, from the 2014 review of the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'transportation', 'highway', 'quality', 'highway quality', 'assurance data', 'grade', 'concrete', 'gis']",https://data.colorado.gov/resource/49ck-u67r.json,,Colorado Information Marketplace
Road Surface Treatment Projects in Colorado 2014,"Road surface treatment planned (estimated) from 2015 through 2018 on highways in Colorado, from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'treatment', 'project', 'construction', 'transportation', 'roads', 'surface', 'costs', 'planning', 'surface treatment']",https://data.colorado.gov/resource/gi9w-h59d.json,,Colorado Information Marketplace
Streams in Colorado,"Stream locations, names, and sizes, from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'streams', 'rivers', 'hydrography', 'size', 'irrigation ditches', 'inland waters', 'gis']",https://data.colorado.gov/resource/sqxp-g37g.json,,Colorado Information Marketplace
Major Roads in Colorado,"All public road locations that are not in local roads, from the Colorado Department of Transportation (CDOT). The location of all major roads, does not contain local roads or highways. Contains data on size of road, type, length, etc.","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'transportation', 'roads', 'major roads', 'public roads', 'surface type', 'maintenance', 'routes', 'urban roads', 'rural roads', 'congestion', 'gis']",https://data.colorado.gov/resource/ah2h-6fx9.json,,Colorado Information Marketplace
Lakes in Colorado,"Lakes location and size, from the Colorado Department of Transportation (CDOT).","['bic', 'gocodecolorado', 'colorado', 'cdot', 'colorado department of transportation', 'lakes', 'hydrography', 'location', 'size', 'reservoirs', 'gis']",https://data.colorado.gov/resource/fv4u-jgb3.json,,Colorado Information Marketplace
"Asset Inventory - Static - November 13, 2020",,[],https://data.colorado.gov/resource/e7nm-tn2z.json,,Timothy Andrews
DWR Active Substitute Water Supply Plans,"Substitute water supply plans provide water users a mechanism to operate a plan for augmentation or change of water right with temporary approval from the State Engineer as allowed by § 37-92-308, C.R.S., or § 37-90-137(11), C.R.S.","['swsp', 'active substitute water supply plans']",https://data.colorado.gov/resource/izbn-diak.json,,Division of Water Resources
DWR Surface Water Supply Index by HUC,"The Surface Water Supply Index (SWSI) is used as an indicator of surface water supply conditions in Colorado. The SWSI compares the total volume of water in a basin or sub-basin against the volume available in the same month of historical years.   Depending on the month, the volume is a combination of streamflow, streamflow forecast, and reservoir storage.  The SWSI is calculated for Colorado’s river basins and sub-basins; this data set provides information on the Colorado’s sub-basin-level SWSI calculation.  More information is available at http://water.state.co.us/DWRDocs/Reports/Pages/SWSIReport.aspx.","['surface water supply index', 'sub-basin']",https://data.colorado.gov/resource/m9cg-gqek.json,,Division of Water Resources
DWR  Surface Water Supply Index Component by HUC,"The Surface Water Supply Index (SWSI) is used as an indicator of surface water supply conditions in Colorado. The SWSI compares the total volume of water in a basin or sub-basin against the volume available in the same month of historical years.   Depending on the month, the volume is a combination of components: streamflow, streamflow forecast, or reservoir storage.  The SWSI is calculated for Colorado’s river basins and sub-basins; this data set provides information on the Colorado’s sub-basin-level SWSI calculation.  More information is available at http://water.state.co.us/DWRDocs/Reports/Pages/SWSIReport.aspx.","['swsi', 'surface water supply index', 'component', 'huc']",https://data.colorado.gov/resource/xbs6-xrne.json,,Division of Water Resources
DWR Surface Water Supply Index by Basin,"The Surface Water Supply Index (SWSI) is used as an indicator of surface water supply conditions in Colorado.  The SWSI compares the total volume of water in a basin or sub-basin against the volume available in the same month of historical years.   Depending on the month, the volume is a combination of streamflow, streamflow forecast, and reservoir storage.  The SWSI is calculated for Colorado’s river basins and sub-basins; this data set provides information on the Colorado’s basin-level SWSI calculation.  More information is available at http://water.state.co.us/DWRDocs/Reports/Pages/SWSIReport.aspx.","['swsi', 'surface water supply index', 'basin']",https://data.colorado.gov/resource/gs59-iraj.json,,Division of Water Resources
DWR Dam Safety Jurisdictional Dam,"A Jurisdictional Dam is a dam creating a reservoir with a capacity of more than 100 acre-feet, or creates a reservoir with a surface area in excess of 20 acres at the high-water line, or exceeds 10 feet in height measured vertically from the elevation of the lowest point of the natural surface of the ground where that point occurs along the longitudinal centerline of the dam up to the crest of the emergency spillway of the dam. For reservoirs created by excavation, or where the invert of the outlet conduit is placed below the surface of the natural ground at its lowest point beneath the dam, the jurisdictional height shall be measured from the invert of the outlet at the longitudinal centerline of the embankment or from the bottom of the excavation at the longitudinal centerline of the dam, whichever is greatest. Jurisdictional height is defined in Rule 4.2.19. The State Engineer shall have final authority over determination of the jurisdictional height of the dam.","['dam safety', 'jurisdictional dam', 'reservoir']",https://data.colorado.gov/resource/mgjv-xmr5.json,,Division of Water Resources
DWR Dam Safety Non-Jurisdictional Dam,A Non-Jurisdictional Dam is a dam creating a reservoir with a capacity of 100 acre-feet or less and a surface area of 20 acres or less and with a height measured as defined in Rules 4.2.5.1 and 4.2.19 of 10 feet or less. Non-jurisdictional size dams are regulated and subject to the authority of the State Engineer consistent with sections 37- 87-102 and 37-87-105 C.R.S.,"['dam safety', 'nonjurisdictional dam', 'reservoir']",https://data.colorado.gov/resource/6smc-zj6j.json,,Division of Water Resources
DWR Dam Safety Active Design Review,"This list provides a summary of proposed projects to build new dams, enlarge existing dams, or perform maintenance/repair projects at existing dams.  It contains projects that are currently under review and projects that have been approved or rejected within the last 45 days.    The information is provided to educate the public about ongoing efforts to maintain and build dams in the state of Colorado and facilitate appeals pursuant to Rule 20 of 2-CCR-402-1.","['dam safety', 'active design review', 'construction', 'reservoir']",https://data.colorado.gov/resource/m6vb-k9fw.json,,Division of Water Resources
